#LHCb RICH ECQA DCR
#DATE		HOUR
2019-08-07	09:47:50
#VOLTAGE[V]
1000
#NPULSES[k]
100
#FREQ[[kHz]
1
# THRESHOLD (if fixed, write hexadecimal value; if optimized, write configuration file name)
307
#UART	FEB	CHIP	CHANNEL	Hit_Counts
0	0	0	0	241
0	0	0	1	263
0	0	0	2	0
0	0	0	3	0
0	0	0	4	0
0	0	0	5	383
0	0	0	6	0
0	0	0	7	281
0	0	1	0	335
0	0	1	1	0
0	0	1	2	443
0	0	1	3	0
0	0	1	4	0
0	0	1	5	0
0	0	1	6	226
0	0	1	7	236
0	0	2	0	246
0	0	2	1	0
0	0	2	2	221
0	0	2	3	0
0	0	2	4	231
0	0	2	5	0
0	0	2	6	246
0	0	2	7	0
0	0	3	0	0
0	0	3	1	255
0	0	3	2	0
0	0	3	3	207
0	0	3	4	0
0	0	3	5	263
0	0	3	6	0
0	0	3	7	259
0	0	4	0	0
0	0	4	1	277
0	0	4	2	0
0	0	4	3	238
0	0	4	4	0
0	0	4	5	293
0	0	4	6	0
0	0	4	7	246
0	0	5	0	237
0	0	5	1	0
0	0	5	2	276
0	0	5	3	0
0	0	5	4	240
0	0	5	5	0
0	0	5	6	256
0	0	5	7	0
0	0	6	0	615
0	0	6	1	0
0	0	6	2	415
0	0	6	3	0
0	0	6	4	0
0	0	6	5	0
0	0	6	6	250
0	0	6	7	234
0	0	7	0	221
0	0	7	1	240
0	0	7	2	0
0	0	7	3	0
0	0	7	4	0
0	0	7	5	382
0	0	7	6	0
0	0	7	7	337
0	1	0	0	210
0	1	0	1	234
0	1	0	2	0
0	1	0	3	0
0	1	0	4	0
0	1	0	5	281
0	1	0	6	0
0	1	0	7	316
0	1	1	0	301
0	1	1	1	0
0	1	1	2	372
0	1	1	3	0
0	1	1	4	0
0	1	1	5	0
0	1	1	6	232
0	1	1	7	223
0	1	2	0	278
0	1	2	1	0
0	1	2	2	247
0	1	2	3	0
0	1	2	4	221
0	1	2	5	0
0	1	2	6	214
0	1	2	7	0
0	1	3	0	0
0	1	3	1	295
0	1	3	2	0
0	1	3	3	245
0	1	3	4	0
0	1	3	5	253
0	1	3	6	0
0	1	3	7	233
0	1	4	0	0
0	1	4	1	205
0	1	4	2	0
0	1	4	3	177
0	1	4	4	0
0	1	4	5	200
0	1	4	6	0
0	1	4	7	178
0	1	5	0	217
0	1	5	1	0
0	1	5	2	259
0	1	5	3	0
0	1	5	4	227
0	1	5	5	0
0	1	5	6	269
0	1	5	7	0
0	1	6	0	499
0	1	6	1	0
0	1	6	2	877
0	1	6	3	0
0	1	6	4	0
0	1	6	5	0
0	1	6	6	194
0	1	6	7	201
0	1	7	0	227
0	1	7	1	271
0	1	7	2	0
0	1	7	3	0
0	1	7	4	0
0	1	7	5	1154
0	1	7	6	0
0	1	7	7	978
1	0	0	0	292
1	0	0	1	355
1	0	0	2	0
1	0	0	3	0
1	0	0	4	0
1	0	0	5	445
1	0	0	6	0
1	0	0	7	410
1	0	1	0	629
1	0	1	1	0
1	0	1	2	501
1	0	1	3	0
1	0	1	4	0
1	0	1	5	0
1	0	1	6	327
1	0	1	7	292
1	0	2	0	275
1	0	2	1	0
1	0	2	2	301
1	0	2	3	0
1	0	2	4	244
1	0	2	5	0
1	0	2	6	281
1	0	2	7	0
1	0	3	0	0
1	0	3	1	329
1	0	3	2	0
1	0	3	3	218
1	0	3	4	0
1	0	3	5	331
1	0	3	6	0
1	0	3	7	254
1	0	4	0	0
1	0	4	1	342
1	0	4	2	0
1	0	4	3	262
1	0	4	4	0
1	0	4	5	403
1	0	4	6	0
1	0	4	7	296
1	0	5	0	311
1	0	5	1	3
1	0	5	2	348
1	0	5	3	0
1	0	5	4	226
1	0	5	5	0
1	0	5	6	273
1	0	5	7	0
1	0	6	0	435
1	0	6	1	2
1	0	6	2	480
1	0	6	3	0
1	0	6	4	1
1	0	6	5	0
1	0	6	6	339
1	0	6	7	334
1	0	7	0	306
1	0	7	1	283
1	0	7	2	0
1	0	7	3	0
1	0	7	4	0
1	0	7	5	440
1	0	7	6	2
1	0	7	7	384
1	1	0	0	231
1	1	0	1	241
1	1	0	2	0
1	1	0	3	0
1	1	0	4	0
1	1	0	5	300
1	1	0	6	0
1	1	0	7	300
1	1	1	0	457
1	1	1	1	0
1	1	1	2	341
1	1	1	3	0
1	1	1	4	0
1	1	1	5	0
1	1	1	6	317
1	1	1	7	263
1	1	2	0	268
1	1	2	1	0
1	1	2	2	252
1	1	2	3	0
1	1	2	4	256
1	1	2	5	0
1	1	2	6	225
1	1	2	7	0
1	1	3	0	0
1	1	3	1	279
1	1	3	2	0
1	1	3	3	242
1	1	3	4	0
1	1	3	5	287
1	1	3	6	0
1	1	3	7	237
1	1	4	0	0
1	1	4	1	234
1	1	4	2	0
1	1	4	3	205
1	1	4	4	0
1	1	4	5	252
1	1	4	6	0
1	1	4	7	229
1	1	5	0	210
1	1	5	1	0
1	1	5	2	332
1	1	5	3	0
1	1	5	4	283
1	1	5	5	0
1	1	5	6	344
1	1	5	7	0
1	1	6	0	768
1	1	6	1	3
1	1	6	2	648
1	1	6	3	2
1	1	6	4	0
1	1	6	5	0
1	1	6	6	302
1	1	6	7	230
1	1	7	0	235
1	1	7	1	302
1	1	7	2	0
1	1	7	3	0
1	1	7	4	0
1	1	7	5	425
1	1	7	6	2
1	1	7	7	400
4	0	0	0	286
4	0	0	1	244
4	0	0	2	0
4	0	0	3	0
4	0	0	4	2
4	0	0	5	341
4	0	0	6	0
4	0	0	7	352
4	0	1	0	337
4	0	1	1	0
4	0	1	2	333
4	0	1	3	0
4	0	1	4	0
4	0	1	5	0
4	0	1	6	280
4	0	1	7	305
4	0	2	0	709
4	0	2	1	0
4	0	2	2	212
4	0	2	3	0
4	0	2	4	262
4	0	2	5	0
4	0	2	6	247
4	0	2	7	0
4	0	3	0	0
4	0	3	1	292
4	0	3	2	0
4	0	3	3	259
4	0	3	4	0
4	0	3	5	296
4	0	3	6	0
4	0	3	7	243
4	0	4	0	0
4	0	4	1	218
4	0	4	2	0
4	0	4	3	197
4	0	4	4	0
4	0	4	5	238
4	0	4	6	0
4	0	4	7	210
4	0	5	0	254
4	0	5	1	3
4	0	5	2	362
4	0	5	3	0
4	0	5	4	368
4	0	5	5	0
4	0	5	6	279
4	0	5	7	0
4	0	6	0	282
4	0	6	1	0
4	0	6	2	304
4	0	6	3	0
4	0	6	4	0
4	0	6	5	0
4	0	6	6	205
4	0	6	7	247
4	0	7	0	220
4	0	7	1	279
4	0	7	2	0
4	0	7	3	0
4	0	7	4	0
4	0	7	5	271
4	0	7	6	0
4	0	7	7	264
4	1	0	0	196
4	1	0	1	193
4	1	0	2	0
4	1	0	3	0
4	1	0	4	0
4	1	0	5	304
4	1	0	6	0
4	1	0	7	267
4	1	1	0	356
4	1	1	1	0
4	1	1	2	305
4	1	1	3	0
4	1	1	4	0
4	1	1	5	0
4	1	1	6	251
4	1	1	7	220
4	1	2	0	237
4	1	2	1	4
4	1	2	2	203
4	1	2	3	2
4	1	2	4	240
4	1	2	5	0
4	1	2	6	215
4	1	2	7	0
4	1	3	0	0
4	1	3	1	233
4	1	3	2	0
4	1	3	3	244
4	1	3	4	2
4	1	3	5	272
4	1	3	6	3
4	1	3	7	344
4	1	4	0	0
4	1	4	1	259
4	1	4	2	2
4	1	4	3	207
4	1	4	4	3
4	1	4	5	227
4	1	4	6	3
4	1	4	7	258
4	1	5	0	241
4	1	5	1	3
4	1	5	2	267
4	1	5	3	3
4	1	5	4	237
4	1	5	5	2
4	1	5	6	226
4	1	5	7	0
4	1	6	0	295
4	1	6	1	4
4	1	6	2	252
4	1	6	3	3
4	1	6	4	3
4	1	6	5	2
4	1	6	6	191
4	1	6	7	183
4	1	7	0	208
4	1	7	1	256
4	1	7	2	3
4	1	7	3	3
4	1	7	4	3
4	1	7	5	316
4	1	7	6	3
4	1	7	7	297
5	0	0	0	245
5	0	0	1	221
5	0	0	2	0
5	0	0	3	0
5	0	0	4	0
5	0	0	5	691
5	0	0	6	0
5	0	0	7	866
5	0	1	0	895
5	0	1	1	0
5	0	1	2	1009
5	0	1	3	0
5	0	1	4	0
5	0	1	5	0
5	0	1	6	289
5	0	1	7	245
5	0	2	0	182
5	0	2	1	0
5	0	2	2	216
5	0	2	3	0
5	0	2	4	313
5	0	2	5	0
5	0	2	6	320
5	0	2	7	0
5	0	3	0	0
5	0	3	1	306
5	0	3	2	0
5	0	3	3	200
5	0	3	4	0
5	0	3	5	380
5	0	3	6	0
5	0	3	7	217
5	0	4	0	0
5	0	4	1	16587
5	0	4	2	3
5	0	4	3	299
5	0	4	4	0
5	0	4	5	240
5	0	4	6	0
5	0	4	7	207
5	0	5	0	202
5	0	5	1	0
