#LHCb RICH ECQA DCR
#DATE		HOUR
2019-09-27	00:10:40
#VOLTAGE[V]
1000
#NPULSES[k]
100
#FREQ[[kHz]
1
# THRESHOLD (if fixed, write hexadecimal value; if optimized, write configuration file name)
/home/labo/DATA/Load_0031_R_S2/THR_1000V_offset1_Opt_Thr.txt
#UART	FEB	CHIP	CHANNEL	Hit_Counts
0	0	0	0	67
0	0	0	1	92
0	0	0	2	103
0	0	0	3	139
0	0	0	4	89
0	0	0	5	75
0	0	0	6	95
0	0	0	7	106
0	0	1	0	865
0	0	1	1	222
0	0	1	2	2226
0	0	1	3	464
0	0	1	4	4003
0	0	1	5	857
0	0	1	6	2800
0	0	1	7	563
0	0	2	0	150
0	0	2	1	264
0	0	2	2	112
0	0	2	3	73
0	0	2	4	196
0	0	2	5	86
0	0	2	6	85
0	0	2	7	90
0	0	3	0	198
0	0	3	1	940
0	0	3	2	259
0	0	3	3	1058
0	0	3	4	146
0	0	3	5	770
0	0	3	6	122
0	0	3	7	264
0	0	4	0	64
0	0	4	1	91
0	0	4	2	104
0	0	4	3	104
0	0	4	4	150
0	0	4	5	218
0	0	4	6	275
0	0	4	7	388
0	0	5	0	151
0	0	5	1	226
0	0	5	2	103
0	0	5	3	229
0	0	5	4	110
0	0	5	5	155
0	0	5	6	89
0	0	5	7	88
0	0	6	0	972
0	0	6	1	947
0	0	6	2	349
0	0	6	3	152
0	0	6	4	85
0	0	6	5	99
0	0	6	6	96
0	0	6	7	113
0	0	7	0	70
0	0	7	1	197
0	0	7	2	63
0	0	7	3	102
0	0	7	4	158
0	0	7	5	97
0	0	7	6	562
0	0	7	7	248
0	1	0	0	106
0	1	0	1	403
0	1	0	2	154
0	1	0	3	470
0	1	0	4	147
0	1	0	5	369
0	1	0	6	116
0	1	0	7	219
0	1	1	0	230
0	1	1	1	85
0	1	1	2	384
0	1	1	3	60
0	1	1	4	75
0	1	1	5	61
0	1	1	6	68
0	1	1	7	107
0	1	2	0	237
0	1	2	1	157
0	1	2	2	348
0	1	2	3	95
0	1	2	4	424
0	1	2	5	97
0	1	2	6	364
0	1	2	7	128
0	1	3	0	79
0	1	3	1	82
0	1	3	2	85
0	1	3	3	72
0	1	3	4	65
0	1	3	5	77
0	1	3	6	115
0	1	3	7	130
0	1	4	0	78
0	1	4	1	139
0	1	4	2	94
0	1	4	3	134
0	1	4	4	132
0	1	4	5	123
0	1	4	6	172
0	1	4	7	173
0	1	5	0	267
0	1	5	1	234
0	1	5	2	146
0	1	5	3	118
0	1	5	4	77
0	1	5	5	87
0	1	5	6	118
0	1	5	7	72
0	1	6	0	451
0	1	6	1	993
0	1	6	2	253
0	1	6	3	205
0	1	6	4	155
0	1	6	5	122
0	1	6	6	174
0	1	6	7	75
0	1	7	0	88
0	1	7	1	68
0	1	7	2	98
0	1	7	3	93
0	1	7	4	157
0	1	7	5	213
0	1	7	6	986
0	1	7	7	1297
1	0	0	0	102
1	0	0	1	102
1	0	0	2	87
1	0	0	3	107
1	0	0	4	78
1	0	0	5	98
1	0	0	6	83
1	0	0	7	96
1	0	1	0	519
1	0	1	1	154
1	0	1	2	675
1	0	1	3	341
1	0	1	4	1017
1	0	1	5	340
1	0	1	6	1005
1	0	1	7	267
1	0	2	0	111
1	0	2	1	135
1	0	2	2	82
1	0	2	3	64
1	0	2	4	106
1	0	2	5	97
1	0	2	6	97
1	0	2	7	101
1	0	3	0	337
1	0	3	1	1338
1	0	3	2	337
1	0	3	3	1640
1	0	3	4	246
1	0	3	5	1227
1	0	3	6	185
1	0	3	7	505
1	0	4	0	124
1	0	4	1	138
1	0	4	2	114
1	0	4	3	388
1	0	4	4	994
1	0	4	5	253
1	0	4	6	814
1	0	4	7	1009
1	0	5	0	692
1	0	5	1	731
1	0	5	2	206
1	0	5	3	200
1	0	5	4	181
1	0	5	5	86
1	0	5	6	92
1	0	5	7	93
1	0	6	0	1441
1	0	6	1	1197
1	0	6	2	285
1	0	6	3	238
1	0	6	4	250
1	0	6	5	120
1	0	6	6	159
1	0	6	7	148
1	0	7	0	143
1	0	7	1	103
1	0	7	2	114
1	0	7	3	126
1	0	7	4	211
1	0	7	5	290
1	0	7	6	1171
1	0	7	7	697
1	1	0	0	259
1	1	0	1	1199
1	1	0	2	382
1	1	0	3	1462
1	1	0	4	245
1	1	0	5	938
1	1	0	6	152
1	1	0	7	540
1	1	1	0	81
