# LHCb RICH ECQA THRESHOLD SCAN
#DATE		HOUR
2019-11-16	01:06:16
#VOLTAGE[V]
1000
#NPULSES[k]
100
#FREQ[[kHz]
100
# UART	FEB	CHIP	CHANNEL	COUNTS_THR_63	COUNTS_THR_62...COUNTS_THR_0
0	0	0	0	29610	29322	29536	29654	29822	29824	29797	30261	30028	30406	30362	30114	30367	30590	30765	30766	30853	30904	31172	31124	31357	31577	31527	31640	32013	32367	32385	33095	33999	35363	38169	1414955	5289711	9999829	9999899	9999899	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999901	9999901	9999900	9999901	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900
0	0	0	1	29974	29956	30042	30300	30391	30371	30491	30316	30867	30936	30481	30821	30842	31093	31010	31229	31499	31418	31587	31780	31842	31864	32011	32026	32192	32642	32615	33010	33436	33972	34843	715990	9983254	9999896	9999899	9999899	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999901	9999901	9999900	9999901	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16933	9999223	9475878	9384012	9150186	9435935	9846038	9993501	9999869	9999901	9999900	9999901	9999901	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999901
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	4121616	3934633	5863004	8565928	9672989	9984043	9999808	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999901	9999901	9999900	9999901	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900
0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	4263779	3774861	5432779	5224206	9064250	9977072	9999779	9999901	9999900	9999901	9999901	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999901
0	0	0	5	32480	32328	32268	32527	32872	32705	32923	32453	33159	33510	33374	33386	33632	33810	33821	34030	34054	34155	34327	34614	34694	34684	34942	35048	35382	35744	35663	36271	36839	38131	40754	1023300	9564622	9999816	9999867	9999885	9999893	9999898	9999898	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999901	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999901	9999900	9999900	9999900	9999900
0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2287	5071162	4157682	5791918	5844756	9500410	9976047	9999748	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900	9999901	9999900	9999901	9999901	9999900	9999900	9999900	9999900	9999900
0	0	0	7	33457	33147	33770	33532	33682	33834	33872	33753	33883	33847	34198	34352	34674	34781	34538	34773	34783	34703	35048	35245	35462	35413	35350	35844	35663	36182	35837	36422	36501	36871	37219	863915	859878	1193313	1013565	3115577	9999550	9999824	9999867	9999888	9999896	9999899	9999899	9999900	9999900	9999901	9999900	9999900	9999901	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999901	9999900	9999900	9999900	9999900
0	0	1	0	29302	29617	29763	29736	29643	29964	30102	29929	30142	30296	30472	30400	30637	30803	31020	31190	31049	31034	31150	31600	31644	31899	31866	32061	32386	32205	32334	32610	33019	32977	33520	546993	922693	1487351	9941328	9999854	9999881	9999890	9999896	9999899	9999901	9999901	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999901
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3551	5511578	5925859	8405299	8874426	9624403	9981215	9999786	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900	9999901	9999900	9999901	9999901	9999900	9999900	9999900	9999900	9999900
0	0	1	2	30200	29922	30247	30435	30672	30707	30928	30757	30767	31399	31204	31453	31463	31699	31615	31529	32093	32188	32264	32428	32676	32333	32339	33236	33346	33435	33386	33796	34442	35388	36771	515322	9776395	9999821	9999859	9999885	9999893	9999898	9999899	9999899	9999900	9999901	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999900	9999900	9999900	9999900	9999900	9999900	9999900	9999901	9999901	9999901
0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2869	5027702	3953870	5321191	5948722	9267048	9978200	9999802	9999901	9999900	9999901	9999901	9999901	9999901	9999900	9999900	9999901	9999901	9999900	9999901	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900	9999900	9999900	9999901	9999900	9999900	9999900
