#LHCb RICH ECQA DCR
#DATE		HOUR
2019-08-06	09:44:21
#VOLTAGE[V]
1000
#NPULSES[k]
100
#FREQ[[kHz]
1
# THRESHOLD (if fixed, write hexadecimal value; if optimized, write configuration file name)
/home/labo/DATA/Load_0005_H_S2/THR_1000V_offset1_Opt_Thr.txt
#UART	FEB	CHIP	CHANNEL	Hit_Counts
0	0	0	0	394
0	0	0	1	317
0	0	0	2	0
0	0	0	3	0
0	0	0	4	0
0	0	0	5	664
0	0	0	6	0
0	0	0	7	564
0	0	1	0	817
0	0	1	1	0
0	0	1	2	1195
0	0	1	3	0
0	0	1	4	0
0	0	1	5	0
0	0	1	6	497
0	0	1	7	452
0	0	2	0	377
0	0	2	1	0
0	0	2	2	363
0	0	2	3	0
0	0	2	4	337
0	0	2	5	0
0	0	2	6	379
0	0	2	7	0
0	0	3	0	0
0	0	3	1	639
0	0	3	2	0
0	0	3	3	376
0	0	3	4	0
0	0	3	5	643
0	0	3	6	0
0	0	3	7	383
0	0	4	0	0
0	0	4	1	339
0	0	4	2	0
0	0	4	3	391
0	0	4	4	0
0	0	4	5	342
0	0	4	6	0
0	0	4	7	350
0	0	5	0	442
0	0	5	1	0
0	0	5	2	587
0	0	5	3	0
0	0	5	4	372
0	0	5	5	0
0	0	5	6	455
0	0	5	7	0
0	0	6	0	1189
0	0	6	1	0
0	0	6	2	737
0	0	6	3	0
0	0	6	4	0
0	0	6	5	0
0	0	6	6	409
0	0	6	7	505
0	0	7	0	439
0	0	7	1	437
0	0	7	2	0
0	0	7	3	0
0	0	7	4	0
0	0	7	5	645
0	0	7	6	0
0	0	7	7	735
0	1	0	0	272
0	1	0	1	342
0	1	0	2	0
0	1	0	3	0
0	1	0	4	0
0	1	0	5	799
0	1	0	6	0
0	1	0	7	6423
0	1	1	0	724
0	1	1	1	0
0	1	1	2	882
0	1	1	3	0
0	1	1	4	0
0	1	1	5	0
0	1	1	6	373
0	1	1	7	401
0	1	2	0	306
0	1	2	1	0
0	1	2	2	360
0	1	2	3	0
0	1	2	4	246
0	1	2	5	0
0	1	2	6	325
0	1	2	7	0
0	1	3	0	0
0	1	3	1	317
0	1	3	2	0
0	1	3	3	326
0	1	3	4	0
0	1	3	5	437
0	1	3	6	0
0	1	3	7	383
0	1	4	0	0
0	1	4	1	300
0	1	4	2	0
0	1	4	3	294
0	1	4	4	0
0	1	4	5	302
0	1	4	6	0
0	1	4	7	249
0	1	5	0	322
0	1	5	1	0
0	1	5	2	379
0	1	5	3	0
0	1	5	4	318
0	1	5	5	0
0	1	5	6	362
0	1	5	7	0
0	1	6	0	519
0	1	6	1	0
0	1	6	2	616
0	1	6	3	0
0	1	6	4	0
0	1	6	5	0
0	1	6	6	337
0	1	6	7	299
0	1	7	0	406
0	1	7	1	408
0	1	7	2	0
0	1	7	3	0
0	1	7	4	0
0	1	7	5	1039
0	1	7	6	0
0	1	7	7	1553
1	0	0	0	3421
1	0	0	1	725
1	0	0	2	0
1	0	0	3	0
1	0	0	4	0
1	0	0	5	1333
1	0	0	6	0
1	0	0	7	820
1	0	1	0	1082
1	0	1	1	0
1	0	1	2	1449
1	0	1	3	0
1	0	1	4	0
1	0	1	5	0
1	0	1	6	628
1	0	1	7	965
1	0	2	0	442
1	0	2	1	0
1	0	2	2	606
1	0	2	3	0
1	0	2	4	620
1	0	2	5	0
1	0	2	6	671
1	0	2	7	0
1	0	3	0	0
1	0	3	1	561
1	0	3	2	0
1	0	3	3	656
1	0	3	4	0
1	0	3	5	436
1	0	3	6	0
1	0	3	7	429
1	0	4	0	0
1	0	4	1	532
1	0	4	2	0
1	0	4	3	524
1	0	4	4	0
1	0	4	5	629
1	0	4	6	0
1	0	4	7	362
1	0	5	0	445
1	0	5	1	0
1	0	5	2	477
1	0	5	3	0
1	0	5	4	455
1	0	5	5	0
1	0	5	6	500
1	0	5	7	0
1	0	6	0	4817
1	0	6	1	0
1	0	6	2	2426
1	0	6	3	0
1	0	6	4	0
1	0	6	5	0
1	0	6	6	671
1	0	6	7	835
1	0	7	0	521
1	0	7	1	394
1	0	7	2	0
1	0	7	3	0
1	0	7	4	0
1	0	7	5	1062
1	0	7	6	0
1	0	7	7	622
1	1	0	0	500
1	1	0	1	313
1	1	0	2	0
1	1	0	3	0
1	1	0	4	0
1	1	0	5	603
1	1	0	6	0
1	1	0	7	620
1	1	1	0	739
1	1	1	1	0
1	1	1	2	722
1	1	1	3	0
1	1	1	4	0
1	1	1	5	0
1	1	1	6	520
1	1	1	7	606
1	1	2	0	374
1	1	2	1	0
1	1	2	2	270
1	1	2	3	0
1	1	2	4	483
1	1	2	5	0
1	1	2	6	357
1	1	2	7	0
1	1	3	0	0
1	1	3	1	3019
1	1	3	2	0
1	1	3	3	476
1	1	3	4	0
1	1	3	5	803
1	1	3	6	0
1	1	3	7	576
1	1	4	0	0
1	1	4	1	259
1	1	4	2	0
1	1	4	3	448
1	1	4	4	0
1	1	4	5	293
1	1	4	6	0
1	1	4	7	420
1	1	5	0	594
1	1	5	1	0
1	1	5	2	713
1	1	5	3	0
1	1	5	4	516
1	1	5	5	0
1	1	5	6	526
1	1	5	7	0
1	1	6	0	1052
1	1	6	1	0
1	1	6	2	1403
1	1	6	3	0
1	1	6	4	0
1	1	6	5	0
1	1	6	6	251
1	1	6	7	372
1	1	7	0	600
1	1	7	1	678
1	1	7	2	0
1	1	7	3	0
1	1	7	4	0
1	1	7	5	2731
1	1	7	6	0
1	1	7	7	4556
4	0	0	0	215
4	0	0	1	609
4	0	0	2	0
4	0	0	3	0
4	0	0	4	0
4	0	0	5	350
4	0	0	6	0
4	0	0	7	456
4	0	1	0	415
4	0	1	1	0
4	0	1	2	345
4	0	1	3	0
4	0	1	4	0
4	0	1	5	0
4	0	1	6	302
4	0	1	7	258
4	0	2	0	206
4	0	2	1	0
4	0	2	2	196
4	0	2	3	0
4	0	2	4	217
4	0	2	5	0
4	0	2	6	235
4	0	2	7	0
4	0	3	0	0
4	0	3	1	309
4	0	3	2	0
4	0	3	3	215
4	0	3	4	0
4	0	3	5	348
4	0	3	6	0
4	0	3	7	272
4	0	4	0	0
4	0	4	1	233
4	0	4	2	0
4	0	4	3	215
4	0	4	4	0
4	0	4	5	197
4	0	4	6	0
4	0	4	7	233
4	0	5	0	246
4	0	5	1	0
4	0	5	2	332
4	0	5	3	0
4	0	5	4	182
4	0	5	5	0
4	0	5	6	227
4	0	5	7	0
4	0	6	0	338
4	0	6	1	0
4	0	6	2	312
4	0	6	3	0
4	0	6	4	0
4	0	6	5	0
4	0	6	6	215
4	0	6	7	232
4	0	7	0	214
4	0	7	1	226
4	0	7	2	0
4	0	7	3	0
4	0	7	4	0
4	0	7	5	251
4	0	7	6	0
4	0	7	7	295
4	1	0	0	241
4	1	0	1	183
4	1	0	2	0
4	1	0	3	0
4	1	0	4	0
4	1	0	5	754
4	1	0	6	0
4	1	0	7	438
4	1	1	0	714
4	1	1	1	0
4	1	1	2	992
4	1	1	3	0
4	1	1	4	0
4	1	1	5	0
4	1	1	6	456
4	1	1	7	260
4	1	2	0	210
4	1	2	1	0
4	1	2	2	194
4	1	2	3	0
4	1	2	4	224
4	1	2	5	0
4	1	2	6	211
4	1	2	7	0
4	1	3	0	0
4	1	3	1	243
4	1	3	2	0
4	1	3	3	194
4	1	3	4	0
4	1	3	5	191
4	1	3	6	0
4	1	3	7	237
4	1	4	0	0
4	1	4	1	164
4	1	4	2	0
4	1	4	3	193
4	1	4	4	0
4	1	4	5	183
4	1	4	6	0
4	1	4	7	226
4	1	5	0	226
4	1	5	1	0
4	1	5	2	227
4	1	5	3	0
4	1	5	4	195
4	1	5	5	0
4	1	5	6	183
4	1	5	7	0
4	1	6	0	324
4	1	6	1	0
4	1	6	2	596
4	1	6	3	0
4	1	6	4	0
4	1	6	5	0
4	1	6	6	211
4	1	6	7	223
4	1	7	0	227
4	1	7	1	216
4	1	7	2	0
4	1	7	3	0
4	1	7	4	0
4	1	7	5	549
4	1	7	6	0
4	1	7	7	331
5	0	0	0	445
5	0	0	1	374
5	0	0	2	0
5	0	0	3	0
5	0	0	4	0
5	0	0	5	445
5	0	0	6	0
5	0	0	7	352
5	0	1	0	464
5	0	1	1	0
5	0	1	2	510
5	0	1	3	0
5	0	1	4	0
5	0	1	5	0
5	0	1	6	392
5	0	1	7	510
5	0	2	0	231
5	0	2	1	0
5	0	2	2	279
5	0	2	3	0
5	0	2	4	286
5	0	2	5	0
5	0	2	6	294
5	0	2	7	0
5	0	3	0	0
5	0	3	1	373
5	0	3	2	0
5	0	3	3	254
5	0	3	4	0
5	0	3	5	343
5	0	3	6	0
5	0	3	7	178
5	0	4	0	0
5	0	4	1	252
5	0	4	2	0
5	0	4	3	256
5	0	4	4	0
5	0	4	5	227
5	0	4	6	0
5	0	4	7	250
5	0	5	0	197
5	0	5	1	0
5	0	5	2	367
5	0	5	3	0
5	0	5	4	240
5	0	5	5	0
5	0	5	6	333
5	0	5	7	0
5	0	6	0	1149
5	0	6	1	0
5	0	6	2	1225
5	0	6	3	0
5	0	6	4	0
5	0	6	5	0
5	0	6	6	351
5	0	6	7	390
5	0	7	0	392
5	0	7	1	404
5	0	7	2	0
5	0	7	3	0
5	0	7	4	0
5	0	7	5	1563
5	0	7	6	0
5	0	7	7	8744
5	1	0	0	311
5	1	0	1	281
5	1	0	2	0
5	1	0	3	0
5	1	0	4	0
5	1	0	5	432
5	1	0	6	0
5	1	0	7	438
5	1	1	0	394
5	1	1	1	0
5	1	1	2	401
5	1	1	3	0
5	1	1	4	0
5	1	1	5	0
5	1	1	6	334
5	1	1	7	285
5	1	2	0	263
5	1	2	1	0
5	1	2	2	602
5	1	2	3	0
5	1	2	4	258
5	1	2	5	0
5	1	2	6	237
5	1	2	7	0
5	1	3	0	0
5	1	3	1	281
5	1	3	2	0
5	1	3	3	252
5	1	3	4	0
5	1	3	5	298
5	1	3	6	0
5	1	3	7	2885
5	1	4	0	0
5	1	4	1	236
5	1	4	2	0
5	1	4	3	284
5	1	4	4	0
5	1	4	5	216
