#LHCb RICH ECQA DCR
#DATE		HOUR
2019-08-06	09:28:09
#VOLTAGE[V]
1000
#NPULSES[k]
100
#FREQ[[kHz]
1
# THRESHOLD (if fixed, write hexadecimal value; if optimized, write configuration file name)
307
#UART	FEB	CHIP	CHANNEL	Hit_Counts
0	0	0	0	371
0	0	0	1	388
0	0	0	2	2
0	0	0	3	0
0	0	0	4	2
0	0	0	5	702
0	0	0	6	0
0	0	0	7	563
0	0	1	0	916
0	0	1	1	2
0	0	1	2	1103
0	0	1	3	0
0	0	1	4	0
0	0	1	5	0
0	0	1	6	473
0	0	1	7	370
0	0	2	0	372
0	0	2	1	0
0	0	2	2	390
0	0	2	3	0
0	0	2	4	318
0	0	2	5	0
0	0	2	6	485
0	0	2	7	0
0	0	3	0	0
0	0	3	1	667
0	0	3	2	0
0	0	3	3	344
0	0	3	4	0
0	0	3	5	601
0	0	3	6	0
0	0	3	7	422
0	0	4	0	0
0	0	4	1	370
0	0	4	2	0
0	0	4	3	388
0	0	4	4	0
0	0	4	5	385
0	0	4	6	0
0	0	4	7	370
0	0	5	0	369
0	0	5	1	0
0	0	5	2	553
0	0	5	3	0
0	0	5	4	414
0	0	5	5	0
0	0	5	6	472
0	0	5	7	0
0	0	6	0	1212
0	0	6	1	0
0	0	6	2	710
0	0	6	3	0
0	0	6	4	0
0	0	6	5	0
0	0	6	6	440
0	0	6	7	393
0	0	7	0	433
0	0	7	1	487
0	0	7	2	0
0	0	7	3	0
0	0	7	4	0
0	0	7	5	688
0	0	7	6	0
0	0	7	7	721
0	1	0	0	272
0	1	0	1	404
0	1	0	2	0
0	1	0	3	0
0	1	0	4	0
0	1	0	5	686
0	1	0	6	0
0	1	0	7	6169
0	1	1	0	624
0	1	1	1	0
0	1	1	2	779
0	1	1	3	0
0	1	1	4	0
0	1	1	5	0
0	1	1	6	357
0	1	1	7	297
0	1	2	0	348
0	1	2	1	0
0	1	2	2	340
0	1	2	3	0
0	1	2	4	309
0	1	2	5	0
0	1	2	6	350
0	1	2	7	0
0	1	3	0	0
0	1	3	1	339
0	1	3	2	0
0	1	3	3	358
0	1	3	4	0
0	1	3	5	396
0	1	3	6	0
0	1	3	7	398
0	1	4	0	0
0	1	4	1	312
0	1	4	2	0
0	1	4	3	260
0	1	4	4	0
0	1	4	5	355
0	1	4	6	0
0	1	4	7	313
0	1	5	0	375
0	1	5	1	0
0	1	5	2	406
0	1	5	3	0
0	1	5	4	330
0	1	5	5	0
0	1	5	6	377
0	1	5	7	0
0	1	6	0	512
0	1	6	1	0
0	1	6	2	611
0	1	6	3	0
0	1	6	4	2
0	1	6	5	0
0	1	6	6	323
0	1	6	7	280
0	1	7	0	332
0	1	7	1	388
0	1	7	2	0
0	1	7	3	0
0	1	7	4	0
0	1	7	5	987
0	1	7	6	0
0	1	7	7	1480
1	0	0	0	2868
1	0	0	1	698
1	0	0	2	0
1	0	0	3	0
1	0	0	4	0
1	0	0	5	1235
1	0	0	6	0
1	0	0	7	877
1	0	1	0	1106
1	0	1	1	0
1	0	1	2	1466
1	0	1	3	0
1	0	1	4	0
1	0	1	5	0
1	0	1	6	585
1	0	1	7	892
1	0	2	0	418
1	0	2	1	5
1	0	2	2	626
1	0	2	3	0
1	0	2	4	642
1	0	2	5	0
1	0	2	6	609
1	0	2	7	0
1	0	3	0	0
1	0	3	1	462
1	0	3	2	0
1	0	3	3	659
1	0	3	4	0
1	0	3	5	367
1	0	3	6	0
1	0	3	7	402
1	0	4	0	0
1	0	4	1	483
1	0	4	2	0
1	0	4	3	555
1	0	4	4	0
1	0	4	5	596
1	0	4	6	0
1	0	4	7	467
1	0	5	0	444
1	0	5	1	0
1	0	5	2	511
1	0	5	3	0
1	0	5	4	529
1	0	5	5	0
1	0	5	6	516
1	0	5	7	0
1	0	6	0	4588
1	0	6	1	2
1	0	6	2	2293
1	0	6	3	0
1	0	6	4	0
1	0	6	5	0
1	0	6	6	636
1	0	6	7	829
1	0	7	0	560
1	0	7	1	374
1	0	7	2	0
1	0	7	3	3
1	0	7	4	0
1	0	7	5	1092
1	0	7	6	3
1	0	7	7	637
1	1	0	0	509
1	1	0	1	362
1	1	0	2	0
1	1	0	3	0
1	1	0	4	0
1	1	0	5	566
1	1	0	6	0
1	1	0	7	581
1	1	1	0	671
1	1	1	1	0
1	1	1	2	712
1	1	1	3	0
1	1	1	4	0
1	1	1	5	0
1	1	1	6	536
1	1	1	7	585
1	1	2	0	422
1	1	2	1	2
1	1	2	2	279
1	1	2	3	5
1	1	2	4	490
1	1	2	5	0
1	1	2	6	367
1	1	2	7	0
1	1	3	0	0
1	1	3	1	3113
1	1	3	2	0
1	1	3	3	419
1	1	3	4	0
1	1	3	5	700
1	1	3	6	0
1	1	3	7	504
1	1	4	0	0
1	1	4	1	318
1	1	4	2	0
1	1	4	3	465
1	1	4	4	0
1	1	4	5	269
1	1	4	6	4
1	1	4	7	446
1	1	5	0	612
1	1	5	1	9
1	1	5	2	749
1	1	5	3	2
1	1	5	4	542
1	1	5	5	0
1	1	5	6	459
1	1	5	7	0
1	1	6	0	1033
1	1	6	1	7
1	1	6	2	1309
1	1	6	3	0
1	1	6	4	0
1	1	6	5	0
1	1	6	6	302
1	1	6	7	394
1	1	7	0	591
1	1	7	1	559
1	1	7	2	0
1	1	7	3	0
1	1	7	4	0
1	1	7	5	2372
1	1	7	6	0
1	1	7	7	4280
4	0	0	0	211
4	0	0	1	554
4	0	0	2	0
4	0	0	3	1
4	0	0	4	2
4	0	0	5	363
4	0	0	6	2
4	0	0	7	441
4	0	1	0	340
4	0	1	1	2
4	0	1	2	343
4	0	1	3	2
4	0	1	4	2
4	0	1	5	0
4	0	1	6	308
4	0	1	7	229
4	0	2	0	212
4	0	2	1	0
4	0	2	2	235
4	0	2	3	0
4	0	2	4	233
4	0	2	5	0
4	0	2	6	226
4	0	2	7	0
4	0	3	0	0
4	0	3	1	240
4	0	3	2	0
4	0	3	3	198
4	0	3	4	0
4	0	3	5	236
4	0	3	6	0
4	0	3	7	180
4	0	4	0	0
4	0	4	1	192
4	0	4	2	0
4	0	4	3	195
4	0	4	4	0
4	0	4	5	203
4	0	4	6	0
4	0	4	7	191
4	0	5	0	216
4	0	5	1	0
4	0	5	2	251
4	0	5	3	0
4	0	5	4	179
4	0	5	5	0
4	0	5	6	247
4	0	5	7	0
4	0	6	0	294
4	0	6	1	0
4	0	6	2	298
4	0	6	3	0
4	0	6	4	0
4	0	6	5	0
4	0	6	6	177
4	0	6	7	193
4	0	7	0	170
4	0	7	1	219
4	0	7	2	0
4	0	7	3	0
4	0	7	4	0
4	0	7	5	263
4	0	7	6	0
4	0	7	7	284
4	1	0	0	230
4	1	0	1	194
4	1	0	2	0
4	1	0	3	0
4	1	0	4	0
4	1	0	5	807
4	1	0	6	0
4	1	0	7	449
4	1	1	0	660
4	1	1	1	0
4	1	1	2	1034
4	1	1	3	0
4	1	1	4	0
4	1	1	5	0
4	1	1	6	253
4	1	1	7	256
4	1	2	0	202
4	1	2	1	0
4	1	2	2	220
4	1	2	3	0
4	1	2	4	179
4	1	2	5	0
4	1	2	6	204
4	1	2	7	0
4	1	3	0	0
4	1	3	1	209
4	1	3	2	0
4	1	3	3	197
4	1	3	4	0
4	1	3	5	204
4	1	3	6	0
4	1	3	7	171
4	1	4	0	0
4	1	4	1	185
4	1	4	2	0
4	1	4	3	178
4	1	4	4	3
4	1	4	5	195
4	1	4	6	3
4	1	4	7	195
4	1	5	0	194
4	1	5	1	3
4	1	5	2	233
4	1	5	3	1
4	1	5	4	183
4	1	5	5	0
4	1	5	6	169
4	1	5	7	0
4	1	6	0	287
4	1	6	1	2
4	1	6	2	496
4	1	6	3	2
4	1	6	4	0
4	1	6	5	2
4	1	6	6	195
4	1	6	7	188
4	1	7	0	224
4	1	7	1	217
4	1	7	2	3
4	1	7	3	1
4	1	7	4	3
4	1	7	5	534
4	1	7	6	3
4	1	7	7	299
5	0	0	0	446
5	0	0	1	372
5	0	0	2	0
5	0	0	3	1
5	0	0	4	2
5	0	0	5	445
5	0	0	6	2
5	0	0	7	369
5	0	1	0	393
5	0	1	1	2
5	0	1	2	518
5	0	1	3	0
5	0	1	4	0
5	0	1	5	0
5	0	1	6	358
5	0	1	7	534
5	0	2	0	192
5	0	2	1	0
5	0	2	2	228
5	0	2	3	0
5	0	2	4	272
5	0	2	5	0
5	0	2	6	271
5	0	2	7	0
5	0	3	0	0
5	0	3	1	340
5	0	3	2	0
5	0	3	3	258
5	0	3	4	0
5	0	3	5	343
5	0	3	6	0
5	0	3	7	206
5	0	4	0	0
5	0	4	1	279
5	0	4	2	0
5	0	4	3	274
5	0	4	4	0
5	0	4	5	246
5	0	4	6	0
5	0	4	7	270
5	0	5	0	251
5	0	5	1	0
5	0	5	2	376
5	0	5	3	0
5	0	5	4	276
5	0	5	5	0
5	0	5	6	314
5	0	5	7	0
5	0	6	0	1221
5	0	6	1	0
5	0	6	2	1203
5	0	6	3	0
5	0	6	4	0
5	0	6	5	0
5	0	6	6	340
5	0	6	7	497
5	0	7	0	384
5	0	7	1	355
5	0	7	2	0
5	0	7	3	0
5	0	7	4	0
5	0	7	5	1407
5	0	7	6	0
5	0	7	7	7644
5	1	0	0	303
5	1	0	1	282
5	1	0	2	0
5	1	0	3	0
5	1	0	4	0
5	1	0	5	470
5	1	0	6	0
5	1	0	7	548
5	1	1	0	394
5	1	1	1	0
5	1	1	2	483
5	1	1	3	0
5	1	1	4	0
5	1	1	5	0
5	1	1	6	356
5	1	1	7	352
5	1	2	0	238
5	1	2	1	2
5	1	2	2	516
5	1	2	3	2
5	1	2	4	265
5	1	2	5	0
5	1	2	6	264
5	1	2	7	0
5	1	3	0	0
5	1	3	1	243
5	1	3	2	0
5	1	3	3	238
5	1	3	4	0
5	1	3	5	275
5	1	3	6	2
5	1	3	7	2862
5	1	4	0	3
5	1	4	1	211
5	1	4	2	3
5	1	4	3	299
5	1	4	4	3
5	1	4	5	251
5	1	4	6	3
5	1	4	7	5826
5	1	5	0	247
5	1	5	1	5
5	1	5	2	247
5	1	5	3	14
5	1	5	4	262
5	1	5	5	3
5	1	5	6	267
5	1	5	7	3
5	1	6	0	1498
5	1	6	1	3
5	1	6	2	2288
5	1	6	3	4
5	1	6	4	3
5	1	6	5	3
5	1	6	6	377
5	1	6	7	449
5	1	7	0	375
5	1	7	1	311
5	1	7	2	3
5	1	7	3	5
5	1	7	4	7
5	1	7	5	1912
5	1	7	6	5
5	1	7	7	1331
