#LHCb RICH ECQA DCR
#DATE		HOUR
2019-09-27	23:29:17
#VOLTAGE[V]
1000
#NPULSES[k]
100
#FREQ[[kHz]
1
# THRESHOLD (if fixed, write hexadecimal value; if optimized, write configuration file name)
/home/labo/DATA/Load_0032_R_S2/THR_1000V_offset1_Opt_Thr.txt
#UART	FEB	CHIP	CHANNEL	Hit_Counts
0	0	0	0	97
0	0	0	1	74
0	0	0	2	78
0	0	0	3	1244
0	0	0	4	1290
0	0	0	5	68
0	0	0	6	131
0	0	0	7	116
0	0	1	0	428
0	0	1	1	187
0	0	1	2	346
0	0	1	3	197
0	0	1	4	490
0	0	1	5	210
0	0	1	6	457
0	0	1	7	170
0	0	2	0	96
0	0	2	1	86
0	0	2	2	90
0	0	2	3	51
0	0	2	4	61
0	0	2	5	53
0	0	2	6	157
0	0	2	7	78
0	0	3	0	143
0	0	3	1	346
0	0	3	2	172
0	0	3	3	517
0	0	3	4	170
0	0	3	5	506
0	0	3	6	439
0	0	3	7	666
0	0	4	0	90
0	0	4	1	177
0	0	4	2	71
0	0	4	3	118
0	0	4	4	153
0	0	4	5	189
0	0	4	6	310
0	0	4	7	403
0	0	5	0	1035
0	0	5	1	587
0	0	5	2	247
0	0	5	3	263
0	0	5	4	108
0	0	5	5	116
0	0	5	6	106
0	0	5	7	167
0	0	6	0	456
0	0	6	1	492
0	0	6	2	185
0	0	6	3	133
0	0	6	4	97
0	0	6	5	82
0	0	6	6	62
0	0	6	7	130
0	0	7	0	141
0	0	7	1	106
0	0	7	2	107
0	0	7	3	116
0	0	7	4	139
0	0	7	5	125
0	0	7	6	368
0	0	7	7	304
0	1	0	0	195
0	1	0	1	432
0	1	0	2	235
0	1	0	3	496
0	1	0	4	364
0	1	0	5	323
0	1	0	6	112
0	1	0	7	208
0	1	1	0	87
0	1	1	1	103
0	1	1	2	82
0	1	1	3	71
0	1	1	4	112
0	1	1	5	118
0	1	1	6	69
0	1	1	7	67
0	1	2	0	387
0	1	2	1	155
0	1	2	2	327
0	1	2	3	147
0	1	2	4	376
0	1	2	5	200
0	1	2	6	354
0	1	2	7	152
0	1	3	0	102
0	1	3	1	73
0	1	3	2	46
0	1	3	3	366
0	1	3	4	419
0	1	3	5	68
0	1	3	6	113
0	1	3	7	98
0	1	4	0	131
0	1	4	1	129
0	1	4	2	112
0	1	4	3	141
0	1	4	4	257
0	1	4	5	321
0	1	4	6	715
0	1	4	7	931
0	1	5	0	345
0	1	5	1	459
0	1	5	2	244
0	1	5	3	115
0	1	5	4	288
0	1	5	5	106
0	1	5	6	173
0	1	5	7	68
0	1	6	0	1722
0	1	6	1	1079
0	1	6	2	723
0	1	6	3	568
0	1	6	4	181
0	1	6	5	157
0	1	6	6	149
0	1	6	7	104
0	1	7	0	78
0	1	7	1	144
0	1	7	2	117
0	1	7	3	73
0	1	7	4	143
0	1	7	5	209
0	1	7	6	483
0	1	7	7	766
1	0	0	0	163
1	0	0	1	165
1	0	0	2	129
1	0	0	3	146
1	0	0	4	93
1	0	0	5	119
1	0	0	6	103
1	0	0	7	141
1	0	1	0	960
1	0	1	1	363
1	0	1	2	1280
1	0	1	3	576
1	0	1	4	1157
1	0	1	5	378
1	0	1	6	943
1	0	1	7	330
1	0	2	0	221
1	0	2	1	1452
1	0	2	2	124
1	0	2	3	166
1	0	2	4	140
1	0	2	5	151
1	0	2	6	135
1	0	2	7	148
1	0	3	0	254
1	0	3	1	790
1	0	3	2	451
1	0	3	3	922
1	0	3	4	349
1	0	3	5	969
1	0	3	6	435
1	0	3	7	764
1	0	4	0	57
1	0	4	1	58
1	0	4	2	64
1	0	4	3	71
1	0	4	4	109
1	0	4	5	931
1	0	4	6	344
1	0	4	7	382
1	0	5	0	186
1	0	5	1	291
1	0	5	2	197
1	0	5	3	105
1	0	5	4	78
1	0	5	5	76
1	0	5	6	72
1	0	5	7	62
1	0	6	0	489
1	0	6	1	640
1	0	6	2	133
1	0	6	3	224
1	0	6	4	87
1	0	6	5	119
1	0	6	6	101
1	0	6	7	75
1	0	7	0	83
1	0	7	1	1023
1	0	7	2	94
1	0	7	3	105
1	0	7	4	218
1	0	7	5	74
1	0	7	6	404
1	0	7	7	564
1	1	0	0	338
1	1	0	1	408
1	1	0	2	418
1	1	0	3	466
1	1	0	4	286
1	1	0	5	634
1	1	0	6	395
1	1	0	7	1527
1	1	1	0	143
1	1	1	1	169
1	1	1	2	89
1	1	1	3	112
1	1	1	4	103
1	1	1	5	164
1	1	1	6	111
1	1	1	7	565
1	1	2	0	5482
1	1	2	1	1800
1	1	2	2	1671
1	1	2	3	975
1	1	2	4	517
1	1	2	5	359
1	1	2	6	379
1	1	2	7	194
1	1	3	0	172
1	1	3	1	231
1	1	3	2	199
1	1	3	3	207
1	1	3	4	234
1	1	3	5	346
1	1	3	6	309
1	1	3	7	422
1	1	4	0	57
1	1	4	1	89
1	1	4	2	89
1	1	4	3	84
1	1	4	4	86
1	1	4	5	230
1	1	4	6	158
1	1	4	7	128
1	1	5	0	229
1	1	5	1	238
1	1	5	2	89
1	1	5	3	89
1	1	5	4	78
1	1	5	5	66
1	1	5	6	76
1	1	5	7	85
1	1	6	0	636
1	1	6	1	771
1	1	6	2	135
1	1	6	3	173
1	1	6	4	99
1	1	6	5	72
1	1	6	6	87
1	1	6	7	73
1	1	7	0	93
1	1	7	1	95
